goalCode	targetCode	indicatorCode	seriesCode	seriesDesc	TAGS
5	5.3	5.3.2	SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	['harmful traditional practices', '"womens advancement"', 'gender equality', 'female circumcision', 'women', 'girls']
5	5.4	5.4.1	SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	['"womens advancement"', 'gender equality', 'unpaid work']
5	5.4	5.4.1	SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	['"womens advancement"', 'gender equality', 'unpaid work']
5	5.4	5.4.1	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	['"womens advancement"', 'gender equality', 'unpaid work']
5	5.5	5.5.1	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	['"womens advancement"', 'gender equality', 'political participation', 'women']
5	5.5	5.5.1	SG_GEN_PARLN	Number of seats held by women in national parliaments (number)	['"womens advancement"', 'gender equality', 'political participation', 'women']
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	['"womens advancement"', 'gender equality', 'political participation']
5	5.5	5.5.2	IC_GEN_MGTL	Proportion of women in managerial positions (%)	['"womens advancement"', 'gender equality', 'women managers', 'women']
5	5.5	5.5.2	IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	['"womens advancement"', 'gender equality', 'women managers', 'women']
5	5.6	5.6.1	SH_FPL_INFM	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	['health', 'reproductive health', 'family planning', '"womens health"', '"womens advancement"', 'gender equality', 'women']
5	5.6	5.6.1	SH_FPL_INFMCU	Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)	['health', 'reproductive health', 'family planning', '"womens health"', '"womens advancement"', 'gender equality', 'women']
5	5.6	5.6.1	SH_FPL_INFMRH	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	['health', 'reproductive health', 'family planning', '"womens health"', '"womens advancement"', 'gender equality', 'women']
5	5.6	5.6.1	SH_FPL_INFMSR	Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)	['health', 'reproductive health', 'family planning', '"womens health"', '"womens advancement"', 'gender equality', 'women']
5	5.b	5.b.1	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	['information and communication technology (ict)', 'mobile telecommunication services']
6	6.1	6.1.1	SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	['water', 'drinking water']
6	6.2	6.2.1	SH_SAN_DEFECT	Proportion of population practicing open defecation, by urban/rural (%)	['hygiene', 'sanitation', 'sanitary facilities', 'health']
6	6.2	6.2.1	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises, by urban/rural (%)	['means of implementation', 'sanitary facilities', 'sanitation']
6	6.2	6.2.1	SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	['hygiene', 'sanitation', 'health']
6	6.3	6.3.1	EN_WWT_WWDS	Proportion of safely treated domestic wastewater flows (%)	['water', 'natural resources', 'waste treatment', 'water management']
6	6.3	6.3.2	EN_H2O_GRAMBQ	Proportion of groundwater bodies with good ambient water quality (%)	['water', 'natural resources']
6	6.3	6.3.2	EN_H2O_OPAMBQ	Proportion of open water bodies with good ambient water quality (%)	['water', 'natural resources']
6	6.3	6.3.2	EN_H2O_RVAMBQ	Proportion of river water bodies with good ambient water quality (%)	['water', 'natural resources']
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	['water', 'natural resources']
6	6.4	6.4.1	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	['water', 'natural resources', 'water consumption']
6	6.4	6.4.2	ER_H2O_STRESS	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)	['water', 'freshwater', 'natural resources']
6	6.5	6.5.1	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	['water', 'water management', 'natural resources']
6	6.5	6.5.1	ER_H2O_IWRMP	Proportion of countries by IWRM implementation category (%)	['water', 'water management', 'natural resources']
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	['water', 'water management', 'natural resources', 'international instruments']
6	6.5	6.5.2	EG_TBA_H2COAQ	Proportion of transboundary aquifers with an operational arrangement for water cooperation (%)	['water', 'water management', 'natural resources', 'international instruments']
6	6.5	6.5.2	EG_TBA_H2CORL	Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%)	['water', 'water management', 'natural resources', 'international instruments']
6	6.6	6.6.1	EN_WBE_NDETOT	Nationally derived total extent (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDOPW	Nationally derived extent of open water bodies (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQLRVR	Nationally derived quality of river(%)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQLTOT	Nationally derived proportion of water bodies with good quality (%)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQTGRW	Nationally derived quantity of groundwater (millions of cubic metres per annum)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQTRVR	Nationally derived quantity of rivers (million of cubic metres per annum)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDQTTOT	Nationally derived total quantity (millions of cubic metres per annum)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDRV	Nationally derived extend of rivers (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_NDWTL	Nationally derived extent of wetlands (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	['water', 'natural resources']
6	6.6	6.6.1	EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	['water', 'natural resources']
6	6.a	6.a.1	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	['water', 'sanitation']
6	6.b	6.b.1	ER_H2O_PARTIC	Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)	['water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_H2O_PRDU	Countries with procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	['laws and regulations', 'water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_H2O_PROCED	Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (%)	['laws and regulations', 'water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_H2O_RURP	Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	['laws and regulations', 'water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_WAT_PART	Countries with users/communities participating in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	['laws and regulations', 'water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_WAT_PARTIC	Proportion of countries with high level of users/communities participating in planning programs in water resources planning and management (%)	['water', 'water management', 'natural resources', 'community participation']
6	6.b	6.b.1	ER_WAT_PRDU	Countries with procedures in law or policy for participation by service users/communities in planning program in water resources planning and management, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	['laws and regulations', 'water', 'drinking water', 'water management', 'community participation']
6	6.b	6.b.1	ER_WAT_PROCED	Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in water resources planning and management (%)	['laws and regulations', 'water', 'water management', 'natural resources', 'community participation']
7	7.1	7.1.1	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	['electrification', 'energy resources']
7	7.2	7.2.1	EG_FEC_RNEW	Renewable energy share in the total final energy consumption (%)	['energy resources', 'renewable energy sources', 'sustainable energy']
7	7.3	7.3.1	EG_EGY_PRIM	Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)	['energy resources', 'energy efficiency', 'sustainable energy']
8	8.1	8.1.1	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	['economic growth']
8	8.1	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	['financial services']
8	8.1	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	['financial services']
8	8.1	8.10.2	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)	['financial services']
8	8.2	8.2.1	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	['economic growth', 'labour productivity']
8	8.3	8.3.1	SL_ISV_IFRM	Proportion of informal employment in non-agriculture employment, by sex (ILO harmonized estimates) (%)	['informal sector', 'employment']
8	8.4	8.4.2	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	['economic growth']
8	8.4	8.4.2	EN_MAT_DOMCMPG	Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)	['economic growth']
8	8.4	8.4.2	EN_MAT_DOMCMPT	Domestic material consumption, by type of raw material (tonnes)	['economic growth']
8	8.5	8.5.1	SL_EMP_AEARN	Average hourly earnings of managers (ISCO-08) (local currency)	['decent work', 'wages']
8	8.5	8.5.2	SL_TLF_UEM	Unemployment rate, by sex and age (%)	['employment']
8	8.5	8.5.2	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	['employment']
8	8.6	8.6.1	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	['education', 'youth employment', 'employment', 'youth']
8	8.7	8.7.1	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	['child labour', 'employment', 'children']
8	8.7	8.7.1	SL_TLF_CHLDEC	Proportion of children engaged in economic activity and household chores, by sex and age (%)	['child labour', 'employment', 'children']
8	8.8	8.8.1	SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	['decent work', 'occupational accidents', 'occupational safety', 'occupational mortality']
8	8.8	8.8.1	SL_EMP_INJUR	Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	['decent work', 'occupational accidents', 'occupational safety']
8	8.a	8.a.1	DC_TOF_TRDCMDL	Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']
8	8.a	8.a.1	DC_TOF_TRDCML	Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']
8	8.a	8.a.1	DC_TOF_TRDDBMDL	Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']
8	8.a	8.a.1	DC_TOF_TRDDBML	Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']
9	9.1	9.1.2	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	['physical infrastructure', 'transport infrastructure', 'goods transport']
9	9.1	9.1.2	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	['physical infrastructure', 'transport infrastructure', 'passenger transport']
9	9.1	9.1.2	IS_TRP_MAILTKM	Mail volume, by mode of transport (tonne kilometres)	['physical infrastructure', 'transport infrastructure', 'mail', 'air transport']
9	9.2	9.2.1	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	['industrialization', 'economic growth']
9	9.2	9.2.1	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	['industrialization', 'economic growth']
9	9.2	9.2.2	SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	['industrialization', 'economic growth', 'employment']
9	9.3	9.3.1	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	['industrialization', 'economic growth']
9	9.3	9.3.2	FC_ACC_SSID	Proportion of small-scale industries with a loan or line of credit (%)	['industrialization', 'economic growth']
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	['environmentally sound technology', 'carbon dioxide', 'greenhouse gases', 'global warming', 'pollution', 'air pollution', 'climate change']
9	9.4	9.4.1	EN_ATM_CO2GDP	Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2010 United States dollars)	['environmentally sound technology', 'carbon dioxide', 'greenhouse gases', 'global warming', 'pollution', 'air pollution', 'climate change']
9	9.4	9.4.1	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	['environmentally sound technology', 'carbon dioxide', 'greenhouse gases', 'global warming', 'pollution', 'air pollution', 'climate change']
9	9.5	9.5.1	GB_XPD_RSDV	Research and development expenditure as a proportion of GDP (%)	['research and development', 'economic growth']
9	9.5	9.5.2	GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	['research and development', 'human resources', 'scientific personnel']
9	9.a	9.a.1	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	['means of implementation', 'physical infrastructure']
9	9.b	9.b.1	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	['means of implementation', 'industrialization', 'technology', 'technological innovations']
9	9.c	9.c.1	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	['information and communication technology (ict)', 'mobile telecommunication services']
